"Opportunity Name","Opportunity Type","Description","Organization","Grade Level","Financial Aid","State","Cost","Start Date","End Date","Deadline Date","Contact First Name","Contact Last Name","Contact Phone Number","Contact Email","Application URL","Opportunity Category","GPA","Race","Gender","Major","Recommendation","Essay","Renewable","Scholarship Amount"
"Prove it! Math Academy: Summer Camp at Colorado State University","Summer Opportunity ","Prove it! Math Academy is held every two years, hosted by the Department of Mathematics at Colorado State University in Fort Collins, CO. Nestled at the base of the Rocky Mountains at the north end of Colorado’s front range, Fort Collins is a safe, naturally beautiful, and culturally vibrant college town. The unique location allows us to balance work and play at Prove it! Math Academy. The daytime classes will be held in CSU’s well-equipped classrooms and computer labs. In the evenings students will have free time to work on problems with their fellow students, use the campus recreational facilities, or join one of the downtown outings led by the program counselors. We will also take advantage of the close proximity to the Rocky Mountains on our field trip to Rocky Mountain National Park.","Colorado State University - Department of Mathematics","9,10,11,12","Yes","Colorado","$3,291.00","6/22/2021","7/5/2021","3/15/2021","Prove It","Math ","970-430-6915","info@proveitmath.org","http://proveitmath.org/","Technology Math and Engineering","","","","","","","",""
"Pennsylvania School for Global Entrepreneurship","Summer Opportunity ","Spend a week envisioning and creating your entrepreneurial project with a team of diverse peers. Explore global entrepreneurial mindset, practice design thinking approaches, and work together to develop your solutions. Sharpen your presentation and storytelling skills as you pitch your team’s solution to a panel of judges and mentors. This is a great opportunity for anyone looking to develop their entrepreneurial mindset and gain experience working in a global virtual environment.","Lehigh University","9,10,11,12","Yes","Pennsylvania","$3,450.00","6/28/2021","7/25/2021","2/19/2021","Diana","Shepard","","dqs206@lehigh.edu","https://global.lehigh.edu/iacocca-institute/high-school/lehigh","Business, Finance and Entrepreneurship","","","","","","","",""
"GW PreCollege Program: The George Washington University'","Summer Opportunity ","The George Washington University
 High school students in the Pre-College Program benefit tremendously from GW's expertise in global development, international relations, public policy and administration, politics, diplomacy, history, biomedical engineering, museum studies and the arts.
 Top-tier faculty guide, inspire, and empower students through immersive programs that connect academic experience with real-world practice.
 Our programs are intensive and exciting, allowing students to experience the academic rigors of learning in a college environment. They are academically-challenging courses that integrate lectures and seminars with exploration of area organizations.
 Pre-College also offers a transformative introduction to college life. Students develop confidence in their ability to become part of a new community, participating in recreational and social activities while making friends with peers from around the world.
 Program costs vary depending on whether you enroll in the College Intensive or Summer Immersion programs.","George Washington University","10,11,12","No","District of Columbia (D.C.)","$3,500.00","6/1/2021","7/1/2021","3/1/2021","GW","Pre-College","609 7712370","precollege@gwu.edu","http://precollege.gwu.edu/","Leadership Business and Finance","","","","","","","",""
"Summer Investigative Journalism Workshop","Summer Opportunity ","The Boston University Summer Journalism Institute gives students ages 15 to 18 the opportunity to expand their skills and prepare for college during a time of uncertainly and limited travel due to this year’s pandemic.","Boston University","9,10,11,12","Yes","Massachusetts","$3,501.00","6/22/2021","7/3/2021","6/1/2021","BU","Summer-Programs","6173535391","busji@bu.edu","https://combeyond.bu.edu/workshop/bu-summer-journalism-institute/","Arts Design and Communication","","","","","","","",""
"Davidson: July Experience ","Summer Opportunity ","Join other students from across the United States and around the world and take two courses taught by full-time Davidson faculty, live in residence halls, attend workshops about the college admission process, and participate in Davidson traditions. This program will provide an opportunity for you to prepare for college academically and socially, expand your worldview, get individualized attention from Davidson faculty, explore the town of Davidson and Charlotte, and experience a taste of the college student life. July Experience courses carry no secondary school or college credit, allowing students the opportunity to try courses from new academic disciplines, engage critically with a variety of material at the college level and learn holistically from their experience. The experience is in a college-level academic setting, and the critical and analytical skills students will take away is invaluable to their personal and academic growth.","Davidson College","11,12","Yes","North Carolina","$4,000.00","6/28/2021","7/18/2021","3/1/2021","Davidson","College","704-894-2000","julyexp@davidson.edu","http://www.davidson.edu/offices/july-experience","Leadership Business and Finance","","","","","","","",""
"An Academic Summer Program for High School Students","Summer Opportunity ","Emory Pre-College Program
 NEW program! Take a look at our TOEFL Prep Institute flyer in English and Chinese.
 For an overview of our program, our brochure (PDF) is available to view or print at home.
 Admission cycle for Summer 2016 opens early January. Sign up to be notified by joining our mailing list.
 Get an inside view of the Pre-College experience from a 2015 student and RA on the Emory Admissions blog.","Emory University","11,12","Yes","Georgia","$4,031.00","5/18/2021","7/26/2021","5/4/2021","Sara","Wade","404-727-3301","sejacks@emory.edu ","http://precollege.emory.edu/","Leadership Business and Finance","","","","","","","",""
"Summer Academy Experience Architecture","Summer Opportunity ","","Roger Williams University","10,11","Yes","Rhode Island","$4,100.00","7/5/2021","7/17/2021","3/15/2021","Kathy","Poland","(401) 254-3681","saahp@rwu.edu","https://www.rwu.edu/academics/schools-and-colleges/saahp/special-programs/high-school-summer-academy-architecture","Arts Design and Communication","","","","","","","",""
"Civic Leadership Institute","Summer Opportunity ","Northwestern Center for Talent Development
 Johns Hopkins University, Peabody CampusBaltimore, MD* Johns Hopkins University's Peabody Campus isл_situated in Baltimore's historic Mount Vernon neighborhood. Home to Johns Hopkins' music conservatory, the campus provides the atmosphere of a small, private university amid the diversity and excitement of an urban setting. From a home base in central Baltimore, students have access to educational and recreational opportunities throughout the city. Classes also take a day trip to Washington, DC. Northwestern University Chicago, IL Civic Leadership Institute participants live and learn in the heart of downtown Chicago, at the University Center Residence Hall. This ideal central location offers unparalleled access to Chicago_Сйs Loop and historic neighborhoods throughout the city. Service experiences immerse students in vibrant communities like Bronzeville, Chinatown and Pilsen; while recreational activities allow students to explore cultural sites and tourist attractions like Navy Pier, Millennium Park and the Magnificent Mile. Living downtown provides students with an exceptional opportunity to experience all that this incredible city has to offer. University of California, Berkeley Berkeley, CA* One of the world's premier public universities, the University of California, Berkeley offers the opportunity to experience college life at a prestigious academic and research institution. The UC system's flagship campus is a wooded 178 acres amid a diverse and thriving college town. From this vibrant city on the bay, students have access to a wealth of service and recreational sites throughout the San Francisco Bay Area. *The Civic Leadership Institutes in Baltimore and Berkeley are programs of Johns Hopkins University_Сйs Center for Talented Youth.
 Academic Challenge Through this advanced course in Service, Leadership & Community Transformation, students are challenged to learn in new ways and apply their skills in real-world settings. Class groups of approximately 15 students, along with an experienced instructor, engage in an innovative curriculum that integrates theory and practice. Classroom learning is hands-on. In addition to readings and written assignments, our instructors utilize interactive exercises, simulations, independent and small group projects, and facilitated dialogue and debate. Students develop their critical thinking skills by examining and defending their own ideas and learning to understand and appreciate the perspectives of others. Meaningful Service At CLI, students experience service like never before _СР service that not only strikes a chord in the moment, but resonates throughout their time at CLI and for years to come. Year after year, students report that the service experiences are the most eye-opening element of the program. The city becomes_СЊa classroom, and the issues communities_СЊ are facing become a text. Students are able_СЊto connect with people, hear their stories_СЊand gain an understanding of the issues that readings and assignments alone can_Сйt provide. Several times a week, in their class groups, students engage in service projects that span neighborhoods, organizations and approaches to addressing social problems. During a typical project, students might serve a meal to someone who is hungry, run activities at a youth center, or conduct outreach for a neighborhood improvement organization. All service experiences are coordinated_СЊand facilitated by CLI staff, who create a supportive environment where students feel safe to participate in activities they may have never attempted before. Speakers & SeminarsA series of all-campus guest speakers allows students to hear from top government, business and nonprofit leaders about their experiences, perspectives and advice for young people wanting to create change. In addition, students have an opportunity to explore special topics in leadership and social change through periodic mini-workshops that complement the curriculum and are drawn from the diverse expertise of CLI staff. Leadership DevelopmentStudent leadership is a core value of CLI. Staff provide tools for students to move beyond participating in the program to taking ownership of their learning and their residential experience. In the process, students hone their communication and interpersonal skills and gain practice in teamwork and problem solving. Over the course of the program, students identify a need in their neighborhood or school community and create a plan to address it, applying the tools they learned in the course to an area of personal interest. Students report that their CLI experience provides rich material for college admissions essays, job and internship interviews_СЊand future academic assignments. Most importantly, students build their proficiency as active, engaged citizens and leave the program inspired and empowered to create positive change.
 Participants may be eligible for high school creditл_andл_between 25 and 100 hours of service-learning creditл_towards school or extracurricular requirements. Students interested in pursuing credit should discuss this option with school officials before applying to the program. Students or families should contact the academic counselor, registrar, principal or other school administrator responsible for granting credit at the student's academic-year school. You may download a sample syllabus toл_share with school officials prior to the program. Additionally, let school officials know that you will be able to document your completion of the course with a detailed evaluation from the instructor, certification of service hours, and a transcript or certificate of completion. Often a school district will require a certain number of contact hours to qualify for credit. The Civic Leadership Institute provides 100 contact hours with the discipline. The acceptance of credit at a student's academic-year school depends on the student's successful completion of the course and the school's institutional policy about the recognition of credit from outside institutions. While successful completion of a course indicates that a student has mastered the material covered, we cannot guarantee that the academic-year school will acknowledge or accept the credit earned. Evaluations & Transcripts All students receive a narrative evaluation after completion of the course. The evaluation provides feedback on the student_Сйs achievements in the course and outlines areas for further growth. Students also receive certification of service hours, and an official transcript or certificate of completion. School officials typically require copies of these materials to grant proper credit. Many students also choose to include them in their college applications. Evaluation materials are sent to families (and schools, if requested) approximately six weeks following the completion of the program. CEP is also happy to complete any specific forms required for students to earn service hours; contact our office for assistance with this.
 Community & College Life CLI offers an opportunity for students to experience a true living-learning community. Students and staff live on a top college campus in an exciting city. In diverse class and residential groups, students form strong bonds with like-minded peers from across the country and around the world. Staff are invested in the success of every student, and help build a safe and supportive environment for growth and self-discovery. All Civic Leadership Institute participants live in one residence hall on campus, under the supervision of specially trained residential staff. Each resident assistant (RA) is responsible for a group of approximately 15 students. Most students are assigned to double rooms, but on occasion, students are assigned to singles or triples. Bathrooms are shared. The residence hall has defined boundaries for male and female students; cross-hall visitation is not permitted. Students eat with residential staff and other members of the university community in a dining hall on campus. Students also have limited access to other campus facilities, including libraries, computer labs and athletic fields. Recreation & FunJust as the city becomes a classroom, it also becomes a place to experience cultural and recreational opportunities outside of class. Our residential staff plan and facilitate a wide range of engaging activities that suit the varied interests of our students. An afternoon might be spent playing soccer, exploring the new exhibit at an art museum, checking out the local farmers_Сй market or cloud watching at the park. Students also have the option of signing out in pairs or small groups to visit sites close to campus, such as local shops, bookstores and cafes. When students need a break, they can relax in the dorms, unwind and talk with friends. Weekends are a chance to explore the city and engage in all-campus fun, with dances, talent shows, scavenger hunts and the like. Through each unforgettable activity, students connect with new and often lifelong friends.
 The safety of program participants is paramount at all times. We take careful steps to ensure the well-being of our students, including: Hiring Experienced Staff MembersOur staff is a talented group of educators brought together by their commitment to teaching highly able young people about civic engagement and social responsibility. Our instructional staff are typically outstanding teachers from secondary schools or universities, graduate students or youth development professionals with expertise in service-learning. Our residential staff are typically college graduates working in the education or nonprofit fields or junior- or senior-level undergraduates with a background in residential life. All staff are selected through a highly competitive process that weighs such factors as academic background, service-learning experience and experience working with youth in a residential setting. The process also includes a criminal background check. Alumni consistently report that one of the best aspects of the program is the quality of the staff teams. Working with Established & Well-Respected Host Agenciesл_ We work closely with host organizations to provide safe volunteer and learning environments. Host agencies orient students to the communities and activities they will be engaged in and outline precautions students can take to minimize risk and help ensure the safety and well-being of all group members. Providing Careful Supervisionл_ While students are ultimately responsible for their own conduct, our trained staff teams work together to provide clear guidelines and careful supervision. Each group of approximately 15 students is supervised by an instructor and teaching assistant during class time and field experiences, and by the residential staff during evening and weekend hours. Administrative staff are also on site at all times to provide support and supervision.л_л_ Requiring a High Standard of Student Conduct Our programs are highly structured and operate with a strict set of rules regarding campus and community boundaries and appropriate staff supervision. These rules help to ensure the well-being of our students and staff, and all students who attend must be committed to respecting them. Students and families are asked to review our Honor Code so thatл_all participants are aware of the program's expectations and their personal responsibility to contribute to a positive living and learning environment.л_ Safeguarding Student Healthл_ Administrative staff keep health information about each participant on hand at all times and are available to screen student medical concerns and provide first aid. Students who become ill or injured are taken to walk-in clinics or emergency rooms for treatment. Families are responsible for all health care costs incurred by their children during the program. Ensuring Emergency PreparednessWe are committed to ensuring the highest level of preparedness for all types of emergencies. Creating and maintaining a safe and secure program environment is a responsibility shared by administrators, staff and students. Administrators organize service experiences and plan travel routes with an eye to safety and supervision. Staff monitor weather conditions and alter outdoor program activities in the event of inclement conditions. Staff are trained on fire, weather emergency, and evacuation plans and protocols and prepared to manage emergency situations. Finally, students are oriented to ways they can help ensure their own and their fellow group members' safety and well-being. For more information about how we manage Internet use and student privacy, as well as discrimination, disabilities and sexual harassment, please review CTD's Policy Statements.
 Each Civic Leadership Institute brings together a diverse group of bright, motivated high school students with an interest in service and a desire to develop leadership skills.л_ The following details are for the CTD Civic Leadership Institute in Chicago. Eligibility for the CTY Civic Leadership Institutes in Baltimore and Berkeley varies slightly. See CTY Civic Leadership Institute Eligibility for details. CLI is open to students who: will have completed grade 9, 10, 11 or 12 by Summer 2015; can demonstrate a high level of academic ability (through strong reading or verbal test scores or an admission portfolio _СР see below); have a sincere interest in learning about communities, social issues and civic engagement.л_(Applicants are encouraged to use the student essayto demonstrate their interest and/or experience in these areas.) a 90th percentile or above reading or verbal score on a nationally normed standardized test taken within the last two years; ORл_participation in above-grade-level testing through Northwestern University's Midwest Academic Talent Search or similar serviceл_within the last two years. Most recent school report card or transcript, demonstrating academic achievement in relevant subject areas; One completed Teacher Recommendation Form, from a teacher familiar with the student's academic work in the social sciences or humanities. Recent CEP/CTD Participants who have successfully completed any Civic Education Project program or another Center for Talent Development course in the social sciences or humanities within the past two years do notл_need to submit a test score or admission portfolio. Visit the International Students page for more information.
 Financial aid for the 2015 Civic Leadership Institute is no longer available. The following details are for the CTD Civic Leadership Institute in Chicago. Tuition, financial aid and payment plan options for the CTY Civic Leadership Institutes in Baltimore and Berkeley vary slightly. л_See CTY Civic Leadership Institute Tuition & Fees for details. Applications received by April 15 are subject to the early bird tuition rate; applications received after April 15 are subject to the regular tuition rate. All applications must be accompanied by a tuition deposit of $500. Financial aid applicants may pay a reduced tuition deposit of $60. The tuition balance is due within 30 days of admission to the program, no later than June 8. Students with an outstanding balance at this deadline may lose their place in the program. л_ Applications received after June 8 must be accompanied by payment in full. Payments may be made by credit card or by check or money order made payable toл_Center for Talent Development. All accounts must be up to date on Opening Day or students will not be allowed to check in. CEP aims to ensure that our programs are accessible to all students who wish to attend, regardless of financial circumstances. Thus, need-based financial aid is available. Families who wish to apply forл_financial aidл_should submit a Financial Aid Application, alongл_with all supporting materials (including income documentation and a statement of need). Financial aid funds are limited and are granted on a rolling basis beginning in January, so families seeking aid are encouraged to apply early. Families seeking aid are also encouraged to apply for the payment plan (see below), as financial aid awards may not cover the entire tuition fee.л_ The amount of aid awarded varies from partial to full tuition. Awards are based on family income and extenuating circumstances. Requests for assistance typically exceed resources. Most families awarded aid have a total household income of less than $50,000.л_ An award letter reflecting the amount of financial aid granted and balance due will be e-mailed to families of admitted students within four weeks of receipt of a complete financial aid application (including all supporting materials). Any remaining balance is due within 30 days, unless arrangements have been made for a payment plan. A five-month payment plan option is available to all families. Families who wish to apply for theл_payment planл_should submit a Payment Plan Application. Families who do not apply or qualify for financial aid are assessed a service charge of $50 for the payment plan. The first payment is due upon acceptance to the program, and subsequent payments are due on the 15th of each month following. Payments must be up to date on Opening Day in order for students to check in for the program. We strongly suggest that families with financial need also seek outside support. Accepted students should start soliciting additional funds right away. Local religious or community organizations, businesses, local government offices, friends and relatives are all potential sources of support. In addition, local schools and private agencies often provide summer scholarships for talented students. Requests for withdrawals and refunds must be made in writing by June 8, 2015. E-mail toл_cep@northwestern.eduл_or mail to the CTD office. Withdrawals are subject to a processing fee of $60. The tuition deposit is nonrefundable after June 8. Students who withdraw between June 8 and the start of the program are refunded 50% of the program fees less the deposit and withdrawal processing fee. Students who withdraw after the start of the program not eligible for any refund.","Northwestern University","9,10,11,12","Yes","Illinois","$4,250.00","6/18/2021","7/17/2021","6/15/2021","Northwestern","Summer","847/491-3782","cep@northwestern.edu","http://www.ctd.northwestern.edu/cep/programs/cli/","Leadership Business and Finance","","","","","","","",""
"Summer Computer Science Institute","Summer Opportunity ","Computer Science is a rich academic field that studies the computational structures and processes that appear throughout the natural and human worlds. The SLAI Computer Science Program approaches computer science with a liberal arts perspective, looking more broadly than programming alone. Students who attend the program will learn how to think about finding computational solutions to problems of interest that lie beyond the realm of the computer screen, and how to program computers to implement such solutions. They’ll do this by engaging in classroom learning, participating in hands-on lab activities, and working in small teams on projects directed by college faculty and mentored by undergraduate research assistants.
","Carleton College","11,12","Yes","Minnesota","$4,300.00","7/19/2021","8/7/2021","3/16/2021","Bryce","Wiedenbeck","866 767 2275","summer@carleton.edu
","https://www.carleton.edu/summer/pre-college/programs/computer-science/","Technology Math and Engineering","","","","","","","",""
"Pre-College Program in American History ","Summer Opportunity ","This unique program offers high school students an opportunity to live and study at William & Mary for three weeks during the summer. Students will earn 4 hours of transferable college credit studying American history right where it happened.","College of William and Mary","11, 12","Yes","Virginia","$4,400.00","7/3/2021","7/24/2021","2/15/2021","Julie","Richter","(757) 221-7653 ","cjrich@wm.edu       ","https://www.wm.edu/as/niahd/precolsummer/index.php","Law Government and Social Studies","","","","","","","",""
"CREC: Center for Creative Youth","Summer Opportunity ","Our skilled Program Assistants, UMass undergraduates trained to help high school students acclimate to the college environment, will be going online, too. We will have lots of great events in the evenings that help you connect with other pre-college students.","Wesleyan University","9,10,11,12","Yes","Connecticut","$4,400.00","6/28/2021","7/25/2021","3/14/2021","Lisa","Foss","860-685-3341","ccy@wesleyan.edu","https://www.wesleyan.edu/ccy/","Arts Design and Communication","","","","","","","",""
"Babson's Summer Study Program","Summer Opportunity ","You are part of the generation that will solve the world's greatest challenges.
Babson Summer Study is a four-week experiential program for rising high school juniors and seniors to develop as entrepreneurial leaders. You will cultivate core career skills and a sharp entrepreneurial mindset for overcoming challenges in any organization, in any role—all while earning college credit and working with peers from around the globe.","Babson College","11, 12","Yes","Massachusetts","$4,500.00","7/6/2021","8/3/2021","5/15/2021","Janai","Mungalsingh","781-239-6001","jmungalsingh1@babson.edu","http://www.babson.edu/admission/visiting-students/high-school/Pages/application.aspx","Leadership Business and Finance","","","","","","","",""
"The Edge, Honors Program","Summer Opportunity ","Edge, Honors Program, University of Delaware
 For 30 years, the University of Delaware's Summer College program has engaged talented high school sophomores and juniors across the country. Now the Edge pre-college program, this exclusive opportunity offers students the chance to live and learn on one of the most engaging college campuses on the east coast.
 The UD Edge pre-college program prepares rising high school juniors and seniors for a future as successful college scholars. By emphasizing academic excellence, practical skill-building, and student leadership, Edge offers young individuals the challenge, independence and excitement of a living and learning experience that can only be found at a top national university.
 From mid-July to mid-August, students will:","University of Delaware","10,11,12","Yes","Delaware","$4,500.00","7/13/2021","8/14/2021","4/1/2021","Nakia","Mack","302-831-6560","edge@udel.edu","http://www.udel.edu/edge/","College Fly-Ins (for high school seniors)","","","","","","","",""
"The Fashion Studio: Portfolio Development ","Summer Opportunity ","This course offers a studio experience in thinking about and making fashion. We will explore various media and techniques used in apparel design and develop design images with the ultimate goal of creating a professional-grade portfolio based on one’s individual design aesthetic. Students will be introduced to techniques in the design process and presentation, as well as conventional graphic and digital tools such as Adobe Photoshop. Students will also be exposed to a variety of resources, including Cornell’s Costume and Textile Collection, and cutting-edge technology, including 3-D Body Scanning, and innovative functional apparel. Studio sessions comprise lecture, discussion, design charettes, and group critiques. There are no prerequisites for this course; no sewing experience required.","Cornell University","10,11,12","Yes","New York","$4,560.00","7/13/2021","7/31/2021","3/1/2021","Cornell","Pre-College","607-255-6203","summer_college@cornell.edu","https://www.sce.cornell.edu/sc/programs/index.php?v=185","Arts Design and Communication","","","","","","","",""
"Animal Science: Sustainable Animal Husbandry ","Summer Opportunity ","In this program, you'll learn first-hand about the biology and management of domestic animals. During lectures, hands-on labs, and field trips to area farms and research centers, you'll explore the complex relationships between domestic animals and humans and consider local and global issues facing animal industries. You'll also practice livestock handling techniques and research and debate an agricultural issue of interest. To round out the program, you'll meet with members of the animal science faculty to learn about academic and career options in this field.","Cornell University - School of Continuing Education and Summer Sessions","10,11,12","Yes","New York","$4,560.00","6/22/2021","7/10/2021","6/1/2021","Cornell","University","607-255-6203","summer_college@cornell.edu","https://www.sce.cornell.edu/sc/programs/index.php?v=173&s=Overview","Science Health and Medicine","","","","","","","",""
"Design Immersion: Exploring Interior, Graphic, and Product Design","Summer Opportunity ","If you've ever had a building leave you speechless, drawn more sketches than you can count, or saved packaging because it was too beautiful to toss, then your design literacy may be stronger than you realize. This experiential program will introduce you to how designers think, solve problems, and improve our world. It will also help you build a portfolio suitable for future college applications. You'll study both timeless designs and forward-thinking innovations and participate in hands-on workshops and digital explorations of interior, graphic, and product design. You'll learn how to create study models, work as an individual designer or in a group, and manage your time. And you'll even mount your own show. Finally, to help you prepare for a possible career in design, admissions staff will offer a seminar about the college application process, and you'll have a chance to meet with faculty to learn about professional possibilities in design.","Cornell University - School of Continuing Education and Summer Sessions","11,12","Yes","New York","$4,560.00","6/22/2021","7/10/2021","6/1/2021","Cornell","University","607-255-6203","summer_college@cornell.edu","https://www.sce.cornell.edu/sc/programs/index.php?v=175&s=Overview","Arts Design and Communication","","","","","","","",""
"The Brown Leadership Institute","Summer Opportunity ","The Brown Leadership Institute
 It is easy to feel overwhelmed by the enormity and complexity of the many challenges facing the world today. Problems such as environmental destruction, health crisis, wars, poverty, economic uncertainty, and social inequality demand the attention of every member of our global community.л_ But _СТto be the change we wish to see in the world,_Сќ we must start with ourselves, by questioning our assumptions, expanding our knowledge, and changing our behavior.
 Leadership Institute courses can help you rise to all of these challenges, by creating a learning environment that encourages exploration, discussion, and personal growth.
 We believe that informed and engaged youth can make a positive difference in the world; thus our mission is to help students develop and apply the knowledge, skills, and attitudes associated with effective and socially responsible leadership.
 Students develop knowledge and understanding of complex issues through case studies, discussions, group projects, field trips, simulations, and debates. Student learning is stimulated by creative curricula, engaging faculty, and peers from around the world. Last year, we had students from 28 different countries and from around the U.S.л_Engagement with diverse perspectives is key to nuanced understanding of global problems and complex ideas.
 Students are housed in the same residence hall and have the opportunity to develop meaningful relationships with one another both within and outside of the classroom. Additionally, undergraduate Leadership Fellows serve as both Teaching Assistants (TAs) in the classroom and Resident Advisors (RAs) in the Residence Hall providing students with consistent and caring guidance throughout the program.
 Students will learn and apply the Social Change Model of Leadership Development in academic and co-curricular settings. Through engaging workshops, reflection activities, and an outdoor Challenge Course, students develop and practice leadership skills, such as public speaking, interpersonal communication, problem solving, conflict resolution, and teamwork.
 But what happens after you leave Brown? How will you respond to the needs of your neighbors, your community, and the world? All of us share a civic responsibility to both understand complex social issues and apply what we know in service to others. During your course, instructors and peers help students develop an Action Plan focused on a pressing issue that they care about.л_Students develop these plans while they are here in the summer, present their ideas to their peers, and then work on the project when they return home. Leadership alumni return to their communities as part of a network of socially responsible leaders.л_Review student plans in our digital Action Plan library which contains examples of the work our students have done in the past.
 The Leadership Institute is designed for highly motivated and intellectually curious students who are interested in social issues. We look for young people who are excited to learn and want to make a positive difference in the world. Applications are open to qualified high school students from 9th grade through graduated seniors.","Brown University","10,11,12","Yes","Rhode Island","$4,625.00","6/14/2021","6/26/2021","1/1/2021","Kisa","Takesue","","kisa_takesue@brown.edu","http://www.brown.edu/academics/pre-college/leadership/","Leadership Business and Finance","","","","","","","",""
"3-Week Medical Academy","Summer Opportunity ","In Georgetown's 3-Week Medical Academy, you'll get a snapshot of a first-year medical school curriculum while virtually learning from Georgetown University School of Medicine faculty and medical students. Throughout the program, you’ll investigate contemporary medical challenges facing society today, discuss the latest advances affecting the applied science of medicine, and learn from experts in the field to learn how to pursue a career in medicine. You’ll register for one of two distinct tracks: Anatomy & Physiology or Emergency Medicine. In each track, you’ll delve into your chosen area of study, gaining a deeper understanding of the topic through virtual learning.","Georgetown University","10,11,12","Yes","District Of Columbia","$5,000.00","6/21/2021","7/10/2021","1/15/2021","Georgetown","Summer-Programs","(202) 687-8700","highschool@georgetown.edu","https://summer.georgetown.edu/programs/SHS18/medical-academy","Science Health and Medicine","","","","","","","",""
"PROMYS: Program in Mathematics for Young Scientists'","Summer Opportunity ","PROMYS: Program in Mathematics for Young Scientists
 Please visitл_Quick Facts about PROMYSл_for details of the program.
 The student application page is HERE. Please click HERE to be notified when the 2016 application is available.
 The counselor application page is HERE
 PROMYS offers full and partial need-based financial aid and is dedicated to the principle that no one should be unable to attend for financial reasons.л_ Learn more about Financial Aid
 Endowed Breakout Fellowship to PROMYSл_Thanks to the generosity of Breakthrough Prize-winning mathematicians Richard Taylor, Terry Tao, and Jacob Lurie and to PROMYS alum donors, a full scholarship will be offered annually to a mathematically talented student who might not otherwise be able to attend.л_
 AMS Epsilon Fund Scholarship With support from theл_American Mathematical Societyл_(AMS), PROMYS will offer a Ky and Yu-Fen Fan Scholarship to a talented high school student in this summer's program.
 Tara and Jasubhai Mehta Fellowships in MathematicsFull scholarships to PROMYS for two low-income students from India. Thanks to the generosity of Morph.org and The Indira Foundation, these scholarships cover tuition, room and board, and roundtrip airfare from India. Please click HERE to be notified when the 2016 Mehta Application is available.
 Scholarships for Students from Massachusetts Thanks to the generosity of sponsors, merit scholarships of up to $500 will be granted to all PROMYS students who are residents of Massachusetts. л_
 HMMT/HMNT Scholarships PROMYS will award two $250 scholarships (to one male and one female first-year PROMYS student) among winners ofл_HMMT or HMNTл_who qualify for the program.
 Please click here for student and counselor testimonials
 2015 Fellows. Left to right: Shubham Aggarwal (Mehta Fellow), Professor Glenn Stevens, Sabir Shaik (Mehta Fellow), Kushagr Ahuja (Breakout Fellow), and Dr. Henry Cohn
 The PROMYS Foundation was delighted to announce in May 2015 that the inaugural Breakout Fellowship to PROMYS had been awarded to Kushagr Mohan Ahuja from India.л_
 We are very grateful to Richard Taylor, Terry Tao, Jacob Lurie and the PROMYS alum community for their creation of the fully endowed Breakout Fellowship to PROMYS.л_
 Two very talented students were awarded the inaugural Tara and Jasubhai Mehta Fellowships to PROMYS for low-income students from India. The Fellowships cover tuition, room and board, books, and round-trip airfare. Fellowship Finalists were selected from the very strong applicant pool and were interviewed by alums Abhinav Kumar (MIT) and Ila Varma (Princeton).
 The Mehta Fellowships to PROMYS were conceived by Nicholas Nash as part of the Ramanujan Projectл_which he leads and which is generously funded by Morph.org and The Indira Foundation. Nicholas Nash is co-chair of Morph.org, a foundation formed ""to build social projects to help address the biggest challenges."" л_The Ramanujan Project is a scholarship program for exceptionally talented young mathematicians in India.л_
 The 2015 Mehta Fellows were Shubham Aggarwal of New Delhi and Sabir Shaik of Andhra Pradesh.
 Terence Tao, Richard Taylor, and Jacob Lurie, recipients of the inaugural Breakthrough Prizes in Mathematics, very generously created the Breakout Fellowship to PROMYS. The Breakout Fellowship is a full scholarship to PROMYS for a mathematically talented student who might not otherwise be able to attend. л_
 The PROMYS Foundation is delighted to report that the PROMYS community has now fully matched the very generous donation of the Breakthrough mathematicians. Thanks to the generosity and vision of all the donors, the future of the Breakout Fellowships to PROMYS is assured: there will be a Breakout Fellow in every PROMYS cohort from this year on.л_
 We are very grateful to Richard Taylor, Terry Tao, Jacob Lurie and the PROMYS alum community for their powerful achievement in making PROMYS accessible to talented young people far into the future.","Boston University","10,11,12","Yes","Massachusetts","$5,150.00","7/5/2021","8/15/2021","1/1/2021","Math","Department","(617) 353-2563 ","promys@bu.edu","http://www.promys.org/","Technology Math and Engineering","","","","","","","",""
"Early College Program","Summer Opportunity ","Summer Programs
 Spelman College has summer opportunities for participants of all ages to live and learn on campus. Programs provide academic, cultural and professional development activities for young children, high school and college students.
 Different divisions of the college manage programs, and may not offer the same program every summer. Certain programs are not open for application.","Spelman College","10,11,12","Yes","Georgia","$5,500.00","6/19/2021","7/18/2021","3/30/2021","Lauren","Jackson-Harris","404-270-4127","lauren.harris@spelman.edu","http://www.spelman.edu/academics/summer-programs","Leadership Business and Finance","","","","","","","",""
